teamA_win,teamA_top_winrate_past_50_games,teamA_top_winrate_past_10_games,teamA_top_winrate_on_champ_past_50_games,teamA_top_winrate_on_champ_past_10_games,teamA_top_gold_per_min_on_champ_past_10_games,teamA_top_kill_participation_on_champ_past_10_games,teamA_top_kda_on_champ_past_10_games,teamA_top_num_games_played_on_champ_past_50_games,teamA_jg_winrate_past_50_games,teamA_jg_winrate_past_10_games,teamA_jg_winrate_on_champ_past_50_games,teamA_jg_winrate_on_champ_past_10_games,teamA_jg_gold_per_min_on_champ_past_10_games,teamA_jg_kill_participation_on_champ_past_10_games,teamA_jg_kda_on_champ_past_10_games,teamA_jg_num_games_played_on_champ_past_50_games,teamA_mid_winrate_past_50_games,teamA_mid_winrate_past_10_games,teamA_mid_winrate_on_champ_past_50_games,teamA_mid_winrate_on_champ_past_10_games,teamA_mid_gold_per_min_on_champ_past_10_games,teamA_mid_kill_participation_on_champ_past_10_games,teamA_mid_kda_on_champ_past_10_games,teamA_mid_num_games_played_on_champ_past_50_games,teamA_adc_winrate_past_50_games,teamA_adc_winrate_past_10_games,teamA_adc_winrate_on_champ_past_50_games,teamA_adc_winrate_on_champ_past_10_games,teamA_adc_gold_per_min_on_champ_past_10_games,teamA_adc_kill_participation_on_champ_past_10_games,teamA_adc_kda_on_champ_past_10_games,teamA_adc_num_games_played_on_champ_past_50_games,teamA_supp_winrate_past_50_games,teamA_supp_winrate_past_10_games,teamA_supp_winrate_on_champ_past_50_games,teamA_supp_winrate_on_champ_past_10_games,teamA_supp_gold_per_min_on_champ_past_10_games,teamA_supp_kill_participation_on_champ_past_10_games,teamA_supp_kda_on_champ_past_10_games,teamA_supp_num_games_played_on_champ_past_50_games,teamA_winrate_past_50_games,teamA_winrate_past_10_games,teamA_average_kill_participation_past_10_games,teamA_average_gold_per_min_past_10_games,teamB_top_winrate_past_50_games,teamB_top_winrate_past_10_games,teamB_top_winrate_on_champ_past_50_games,teamB_top_winrate_on_champ_past_10_games,teamB_top_gold_per_min_on_champ_past_10_games,teamB_top_kill_participation_on_champ_past_10_games,teamB_top_kda_on_champ_past_10_games,teamB_top_num_games_played_on_champ_past_50_games,teamB_jg_winrate_past_50_games,teamB_jg_winrate_past_10_games,teamB_jg_winrate_on_champ_past_50_games,teamB_jg_winrate_on_champ_past_10_games,teamB_jg_gold_per_min_on_champ_past_10_games,teamB_jg_kill_participation_on_champ_past_10_games,teamB_jg_kda_on_champ_past_10_games,teamB_jg_num_games_played_on_champ_past_50_games,teamB_mid_winrate_past_50_games,teamB_mid_winrate_past_10_games,teamB_mid_winrate_on_champ_past_50_games,teamB_mid_winrate_on_champ_past_10_games,teamB_mid_gold_per_min_on_champ_past_10_games,teamB_mid_kill_participation_on_champ_past_10_games,teamB_mid_kda_on_champ_past_10_games,teamB_mid_num_games_played_on_champ_past_50_games,teamB_adc_winrate_past_50_games,teamB_adc_winrate_past_10_games,teamB_adc_winrate_on_champ_past_50_games,teamB_adc_winrate_on_champ_past_10_games,teamB_adc_gold_per_min_on_champ_past_10_games,teamB_adc_kill_participation_on_champ_past_10_games,teamB_adc_kda_on_champ_past_10_games,teamB_adc_num_games_played_on_champ_past_50_games,teamB_supp_winrate_past_50_games,teamB_supp_winrate_past_10_games,teamB_supp_winrate_on_champ_past_50_games,teamB_supp_winrate_on_champ_past_10_games,teamB_supp_gold_per_min_on_champ_past_10_games,teamB_supp_kill_participation_on_champ_past_10_games,teamB_supp_kda_on_champ_past_10_games,teamB_supp_num_games_played_on_champ_past_50_games,teamB_winrate_past_50_games,teamB_winrate_past_10_games,teamB_average_kill_participation_past_10_games,teamB_average_gold_per_min_past_10_games,teamA_top_winrate_pro_past_10_games,teamA_jg_winrate_pro_past_10_games,teamA_mid_winrate_pro_past_10_games,teamA_adc_winrate_pro_past_10_games,teamA_supp_winrate_pro_past_10_games,teamB_top_winrate_pro_past_10_games,teamB_jg_winrate_pro_past_10_games,teamB_mid_winrate_pro_past_10_games,teamB_adc_winrate_pro_past_10_games,teamB_supp_winrate_pro_past_10_games,teamA_top_winrate_pro_past_50_games,teamA_jg_winrate_pro_past_50_games,teamA_mid_winrate_pro_past_50_games,teamA_adc_winrate_pro_past_50_games,teamA_supp_winrate_pro_past_50_games,teamB_top_winrate_pro_past_50_games,teamB_jg_winrate_pro_past_50_games,teamB_mid_winrate_pro_past_50_games,teamB_adc_winrate_pro_past_50_games,teamB_supp_winrate_pro_past_50_games,top_matchup_winrate_pro_current_season,jg_matchup_winrate_pro_current_season,mid_matchup_winrate_pro_current_season,adc_matchup_winrate_pro_current_season,supp_matchup_winrate_pro_current_season
0,0.66,0.6,0.33,0.33,364.13,0.11,0,3,0.56,0.5,0.5,0.5,297.04,0.44,7.8,5,0.56,0.5,0.75,0.75,398.94,0.38,11.0,1,0.56,0.5,1.0,1.0,497.79,0.62,5.75,2,0.62,0.5,0.5,0.5,223.67,0.62,17.0,2,0.68,1.0,0.39,1944.27,0.68,0.7,0.79,0.7,427.04,0.38,4.92,12,0.68,0.7,0.62,0.5,353.79,0.3,17.0,10,0.68,0.7,1.0,1.0,414.85,0.52,5.5,1,0.68,0.7,0.62,0.62,468.89,0.44,7.14,4,0.68,0.7,0.0,0.0,0,0.0,0,0,1.0,1.0,0.63,1966.37,0.4,0.5,0.3,0.5,0.4,0.6,0.3,0.3,0.5,0.4,0.54,0.54,0.44,0.58,0.46,0.48,0.44,0.54,0.54,0.46,0.58,0.4,0.27,0.55,0.36
1,0.68,0.6,0.75,0.75,359.28,0.59,5.0,4,0.68,0.6,0.0,0.0,0,0.0,0,1,0.68,0.6,0.57,0.5,457.01,0.38,5.6,11,0.68,0.6,1.0,1.0,514.67,0.79,8.0,2,0.68,0.6,0.83,0.83,250.9,0.73,16.5,4,1.0,1.0,0.54,1966.37,0.67,0.7,0.5,0.5,364.13,0.15,0,2,0.56,0.5,0.78,0.78,323.02,0.49,5.78,9,0.56,0.5,0.83,0.83,430.5,0.65,14.75,6,0.56,0.5,0.0,0.0,0,0,0,0,0.62,0.5,0.0,0.0,0,0.0,0,0,0.68,1.0,0.41,1944.27,0.5,0.6,0.5,0.5,0.7,0.5,0.4,0.7,0.4,0.5,0.6,0.52,0.44,0.52,0.58,0.54,0.46,0.52,0.46,0.5,0.67,0.46,0.38,0.5,0.5
1,0.8,0.7,1.0,1.0,440.38,0.45,4.17,3,0.8,0.7,0.0,0.0,0,0.0,0,0,0.8,0.7,0.92,0.9,471.09,0.48,5.21,11,0.8,0.7,1.0,1.0,498.67,0.65,3.4,2,0.8,0.7,0.75,0.8,273.2,0.66,16.43,11,1.0,1.0,0.43,2016.13,0.62,0.7,0.5,0.5,363.96,0.7,5.25,2,0.62,0.7,0.5,0.5,377.36,0.56,8.71,8,0.62,0.7,0.64,0.7,437.07,0.45,5.83,8,0.65,0.7,0.78,0.78,535.91,0.78,9.82,9,0.62,0.7,1.0,1.0,233.61,0.85,3.67,1,0.94,1.0,0.6,1999.92,0.5,0.4,0.4,0.5,0.6,0.7,0.3,0.7,0.5,0.6,0.44,0.44,0.42,0.5,0.52,0.58,0.48,0.58,0.48,0.54,0.57,0.5,0.42,0.58,0.47
1,0.6,0.7,0.0,0.0,0,0.0,0,1,0.6,0.7,0.0,0.0,0,0.0,0,1,0.6,0.7,0.64,0.6,450.75,0.44,8.0,14,0.64,0.7,0.0,0.0,0,0.0,0,1,0.6,0.7,0.44,0.6,240.28,0.48,3.24,10,0.94,1.0,0.57,1999.92,0.82,0.8,0.8,0.8,341.67,0.66,4.73,4,0.82,0.8,0.92,0.9,396.48,0.55,32.67,12,0.82,0.8,1.0,1.0,458.6,0.64,17.14,13,0.82,0.8,0.77,0.8,551.37,0.64,12.38,10,0.82,0.8,1.0,1.0,250.44,0.7,17.67,4,1.0,1.0,0.46,2016.13,0.6,0.2,0.3,0.4,0.6,0.6,0.4,0.6,0.5,0.6,0.58,0.4,0.42,0.43,0.52,0.6,0.48,0.46,0.48,0.54,0.33,0.0,0.46,0.75,0.56
0,0.6,0.8,0.0,0.0,0,0.0,0,0,0.6,0.8,0.0,0.0,0,0.0,0,0,0.6,0.8,0.69,0.7,456.38,0.5,7.4,13,0.65,0.8,0.0,0.0,0,0.0,0,0,0.6,0.8,0.47,0.6,240.28,0.45,3.24,9,0.96,1.0,0.61,1999.92,0.8,0.8,0.75,0.75,340.26,0.59,4.11,3,0.8,0.8,0.91,0.9,399.33,0.52,30.67,11,0.8,0.8,1.0,1.0,461.19,0.64,15.0,12,0.8,0.8,0.75,0.8,551.73,0.62,12.0,9,0.8,0.8,0.83,0.83,250.78,0.64,5.36,5,1.0,1.0,0.43,2016.13,0.7,0.2,0.2,0.4,0.7,0.4,0.4,0.5,0.4,0.9,0.58,0.4,0.42,0.46,0.54,0.6,0.48,0.46,0.46,0.64,0.34,0,0.46,1.0,0.38
1,0.8,0.8,1.0,1.0,431.7,0.41,3.75,2,0.8,0.8,0.5,0.5,375.16,0.43,6.5,1,0.8,0.8,0.91,0.9,469.86,0.47,6.45,10,0.8,0.8,0.73,0.8,537.39,0.55,14.17,8,0.8,0.8,0.73,0.8,261.47,0.61,21.4,10,1.0,1.0,0.41,2016.13,0.62,0.8,0.71,0.71,349.58,0.6,13.4,7,0.62,0.8,0.57,0.57,377.36,0.66,8.71,7,0.62,0.8,0.7,0.7,437.07,0.47,5.83,7,0.67,0.8,0.83,0.83,542.61,0.81,16.8,6,0.62,0.8,0.0,0.0,0,0,0,0,0.98,1.0,0.61,1999.92,0.5,0.5,0.2,0.3,0.6,0.3,0.5,0.8,0.7,0.4,0.44,0.5,0.42,0.44,0.52,0.4,0.5,0.58,0.54,0.48,0.43,0.46,0.42,0.4,0.64
1,0.67,0.6,1.0,1.0,417.47,0.64,13.67,4,0.56,0.5,0.75,0.75,326.57,0.43,5.71,8,0.56,0.5,0.5,0.5,476.58,0.33,0,4,0.56,0.5,0.71,0.7,485.4,0.55,21.33,10,0.6,0.4,0.75,0.75,256.98,0.73,39.0,6,0.68,1.0,0.43,1944.27,0.54,0.5,0.71,0.71,373.41,0.55,7.71,0,0.54,0.5,0.57,0.57,330.29,0.48,8.6,6,0.62,0.5,0.5,0.5,411.39,0.25,3.0,4,0.54,0.5,0.62,0.5,517.21,0.39,32.0,11,0.54,0.5,0.62,0.62,247.3,0.71,22.33,5,1.0,1.0,0.39,1960.94,0.4,0.6,0.4,0.6,0.8,0.4,0.6,0.5,0.2,0.7,0.46,0.54,0.54,0.5,0.6,0.54,0.52,0.52,0.44,0.52,0.5,0.5,0.6,0.34,0.35
0,0.68,0.6,0.57,0.57,405.78,0.37,3.33,7,0.58,0.5,0.0,0.0,0,0.0,0,1,0.58,0.5,0.57,0.57,415.78,0.58,33.0,4,0.58,0.5,0.0,0.0,0,0,0,0,0.62,0.5,0.54,0.6,260.29,0.66,20.5,10,0.68,1.0,0.44,1944.27,0.54,0.5,0.43,0.43,355.04,0.44,5.43,7,0.54,0.5,0.5,0.6,373.19,0.51,6.7,14,0.6,0.5,0.7,0.7,399.4,0.5,8.44,9,0.54,0.5,0.83,0.9,489.43,0.63,16.67,10,0.54,0.5,0.44,0.44,223.93,0.41,8.0,7,1.0,1.0,0.4,1960.94,0.6,0.4,0.5,0.5,0.8,0.6,0.6,0.7,0.5,0.2,0.44,0.5,0.48,0.5,0.54,0.6,0.54,0.52,0.46,0.44,0.34,0.57,0.46,0.5,0.52
1,0.52,0.4,0.0,0.0,0,0.0,0,0,0.52,0.4,0.46,0.5,381.25,0.45,6.67,13,0.58,0.4,0.67,0.67,393.79,0.47,7.11,8,0.52,0.4,0.6,0.6,451.53,0.41,6.75,4,0.52,0.4,0.5,0.5,256.06,0.38,13.5,5,1.0,1.0,0.34,1960.94,0.7,0.7,0.0,0.0,0,0,0,0,0.6,0.5,0.54,0.7,355.53,0.54,7.3,10,0.6,0.5,1.0,1.0,430.5,0.71,14.75,5,0.6,0.5,0.75,0.7,485.4,0.5,21.33,9,0.64,0.6,0.5,0.5,245.55,0.33,0,1,0.68,1.0,0.47,1944.27,0.6,0.6,0.6,0.6,0.6,0.7,0.5,0.4,0.5,0.2,0.44,0.54,0.52,0.58,0.56,0.58,0.5,0.52,0.48,0.44,1.0,0.56,0.53,0.68,0.64
0,0.54,0.5,0.5,0.5,355.04,0.51,5.43,6,0.54,0.5,0.67,0.67,330.29,0.55,8.6,5,0.58,0.5,0.4,0.4,420.53,0.48,10.0,5,0.54,0.5,0.38,0.38,487.25,0.34,29.0,3,0.54,0.5,0.6,0.6,250.16,0.67,6.17,7,1.0,1.0,0.42,1960.94,0.69,0.7,0.0,0.0,0,0.0,0,0,0.6,0.4,0.4,0.4,311.05,0.32,6.0,4,0.6,0.4,1.0,1.0,453.46,0.66,44.0,4,0.6,0.4,1.0,1.0,454.86,0.54,5.0,1,0.64,0.5,0.0,0.0,0,0.0,0,1,0.68,1.0,0.39,1944.27,0.8,0.6,0.3,0.5,0.4,0.5,0.7,0.3,0.6,0.4,0.58,0.54,0.44,0.56,0.38,0.46,0.52,0.52,0.58,0.52,0.5,0.52,0.42,0.45,0.56
1,0.68,0.7,0.0,0.0,0,0.0,0,1,0.58,0.3,0.71,0.71,335.74,0.4,6.6,7,0.58,0.3,0.67,0.67,425.03,0.34,15.0,1,0.58,0.3,0.2,0.2,449.74,0.16,0,5,0.64,0.4,0.25,0.25,254.83,0.22,12.0,4,0.68,1.0,0.36,1944.27,0.56,0.5,0.73,0.8,381.68,0.61,7.45,11,0.56,0.5,0.64,0.7,362.95,0.43,6.08,12,0.58,0.5,0.5,0.5,420.53,0.53,10.0,4,0.56,0.5,0.67,0.6,517.93,0.45,37.0,11,0.56,0.5,0.5,0.5,223.93,0.43,8.0,6,1.0,1.0,0.42,1960.94,0.3,0.3,0.1,0.6,0.6,0.3,0.7,0.3,0.6,0.2,0.52,0.5,0.42,0.56,0.56,0.44,0.5,0.44,0.44,0.46,0.71,0.56,0.5,0.36,0.62
1,0.6,0.8,1.0,1.0,349.58,0.67,7.58,9,0.6,0.8,0.6,0.6,312.15,0.48,4.4,8,0.6,0.8,0.53,0.6,412.77,0.5,20.5,15,0.66,0.8,0.57,0.6,506.0,0.45,11.0,14,0.6,0.8,0.56,0.7,266.26,0.53,6.64,11,0.98,1.0,0.64,1999.92,0.48,0.4,0.0,0.0,0,0.0,0,0,0.48,0.4,0.0,0.0,0,0.0,0,0,0.48,0.4,0.5,0.5,387.33,0.42,6.67,3,0.48,0.4,0.25,0.25,447.27,0.17,9.0,4,0.48,0.4,0.33,0.33,294.18,0.39,6.5,3,1.0,1.0,0.26,1999.7,0.8,0.8,0.5,0.4,0.4,0.4,0.5,0.5,0.7,0.7,0.56,0.5,0.48,0.44,0.36,0.52,0.6,0.46,0.58,0.56,0.71,0.0,0.62,0.3,0.41
1,0.46,0.4,0.0,0.0,0,0.0,0,0,0.46,0.4,0.5,0.5,320.72,0.43,11.0,7,0.46,0.4,0.43,0.43,465.19,0.44,5.0,7,0.46,0.4,0.0,0.0,0,0.0,0,0,0.46,0.4,0.33,0.33,247.17,0.34,4.38,3,1.0,1.0,0.25,1999.7,0.6,0.9,0.15,0.2,412.09,0.19,3.8,6,0.6,0.9,1.0,1.0,353.49,0.72,13.0,1,0.6,0.9,0.57,0.7,407.96,0.53,18.2,14,0.67,0.9,0.88,0.88,535.91,0.82,9.82,8,0.6,0.9,0.25,0.25,216.83,0.26,9.0,3,0.98,1.0,0.74,1999.92,0.6,0.8,0.5,0.5,0.2,0.7,0.6,0.4,0.7,0.2,0.52,0.46,0.44,0.5,0.54,0.46,0.56,0.48,0.42,0.46,0.48,0.5,0.44,1.0,0.64
0,0.48,0.4,0.44,0.5,427.01,0.46,7.5,4,0.46,0.4,0.57,0.57,320.72,0.48,11.0,6,0.48,0.4,1.0,1.0,395.61,0.55,0,1,0.48,0.4,0.5,0.5,494.5,0.43,13.0,3,0.48,0.4,0.62,0.5,241.04,0.49,2.88,5,1.0,1.0,0.25,1999.7,0.58,0.9,1.0,1.0,355.08,0.67,9.11,8,0.58,0.9,0.78,0.78,368.29,0.65,7.08,9,0.58,0.9,0.54,0.6,393.63,0.43,14.8,13,0.67,0.9,0.54,0.5,496.01,0.34,8.33,13,0.58,0.9,0.53,0.7,264.52,0.56,8.08,10,0.98,1.0,0.72,1999.92,0.8,0.8,0.6,0.8,0.5,0.8,0.4,0.3,0.4,0.3,0.48,0.48,0.46,0.44,0.5,0.54,0.52,0.48,0.44,0.38,0.36,0.62,0.5,0.68,0.48
1,0.56,0.9,1.0,1.0,353.59,0.66,7.78,7,0.56,0.9,0.38,0.5,354.29,0.41,5.17,9,0.56,0.9,0.5,0.5,396.68,0.38,21.67,12,0.66,0.9,0.8,0.8,563.67,0.84,24.33,5,0.56,0.9,0.4,0.4,249.6,0.58,37.0,3,0.98,1.0,0.75,1999.92,0.48,0.5,0.33,0.33,407.35,0.17,8.0,3,0.46,0.5,0.67,0.67,320.72,0.53,11.0,5,0.48,0.5,0.33,0.33,379.46,0.2,5.0,0,0.48,0.5,0.33,0.33,447.27,0.2,9.0,3,0.48,0.5,0.5,0.5,294.18,0.48,6.5,2,1.0,1.0,0.38,1999.7,0.7,0.4,0.3,0.5,0.5,0.5,0.8,0.3,0.8,0.7,0.52,0.5,0.48,0.54,0.52,0.42,0.48,0.44,0.56,0.54,0.5,0.52,0.46,0.56,0.65
0,0.34,0.2,0.44,0.5,457.24,0.47,8.5,10,0.34,0.2,0.5,0.5,286.23,0.6,4.6,4,0.34,0.2,0.43,0.4,422.25,0.34,19.5,5,0.34,0.2,0.4,0.4,492.69,0.38,20.0,5,0.42,0.4,0.0,0.0,0,0,0,0,0.66,1.0,0.16,1961.4,0.32,0.5,0.8,0.8,380.29,0.4,9.67,5,0.34,0.5,0.33,0.3,351.44,0.35,12.67,12,0.32,0.5,0.27,0.2,397.51,0.24,5.5,11,0.32,0.5,0.35,0.4,444.11,0.36,7.67,12,0.26,0.1,0.25,0.25,248.68,0.28,5.5,4,0.62,1.0,0.29,1944.5,0.2,0.5,0.8,0.5,0.5,0.5,0.4,0.3,0.6,0.3,0.46,0.54,0.54,0.56,0.5,0.48,0.5,0.46,0.5,0.58,0.47,0.61,0.56,0.6,0.38
1,0.3,0.4,0.75,0.75,377.56,0.38,7.33,4,0.32,0.4,0.27,0.3,336.95,0.37,8.0,11,0.3,0.4,0.0,0.0,0,0.0,0,2,0.3,0.4,0.31,0.3,461.22,0.31,10.0,11,0.39,0.4,0.5,0.5,282.4,0.52,9.0,2,0.62,1.0,0.3,1944.5,0.36,0.3,0.4,0.4,348.93,0.35,19.5,6,0.36,0.3,0.4,0.4,277.12,0.43,9.5,3,0.36,0.3,0.0,0.0,0,0.0,0,3,0.36,0.3,0.53,0.5,484.69,0.61,21.67,6,0.44,0.4,0.43,0.43,266.96,0.61,50.0,7,0.66,1.0,0.22,1961.4,0.6,0.5,0.3,0.5,0.2,0.7,0.6,0.3,0.4,0.7,0.46,0.52,0.54,0.48,0.56,0.52,0.46,0.48,0.44,0.6,0.53,0.58,0.55,0.48,0.48
0,0.48,0.5,0.71,0.71,343.31,0.46,47.0,7,0.46,0.5,0.25,0.25,327.72,0.12,6.0,4,0.48,0.5,0.53,0.4,443.25,0.38,22.5,12,0.48,0.5,0.37,0.3,458.85,0.31,4.86,5,0.48,0.5,0.67,0.6,237.85,0.51,2.85,5,1.0,1.0,0.38,1999.7,0.24,0.2,0.5,0.5,390.3,0.56,8.5,1,0.24,0.3,0.25,0.25,363.32,0.34,3.25,3,0.24,0.2,0.5,0.5,331.53,0.49,0,1,0.26,0.3,0.0,0.0,0,0.0,0,2,0.24,0.2,0.0,0.0,0,0.0,0,0,1.0,1.0,0.17,1979.23,0.5,0.4,0.3,0.6,0.3,0.6,0.5,0.2,0.5,0.5,0.48,0.52,0.54,0.48,0.56,0.46,0.54,0.38,0.56,0.46,0.7,0.41,0.62,0.48,0.63
1,0.22,0.1,0.0,0.0,0,0.0,0,0,0.22,0.2,0.0,0.0,0,0.0,0,2,0.22,0.1,0.29,0.29,317.3,0.21,4.33,6,0.26,0.2,0.17,0.17,495.38,0.21,7.0,6,0.22,0.1,0.29,0.29,254.29,0.25,3.43,7,1.0,1.0,0.08,1979.23,0.48,0.6,0.0,0.0,0,0.0,0,2,0.48,0.6,0.33,0.33,327.72,0.16,6.0,3,0.48,0.6,0.56,0.5,455.47,0.53,31.0,12,0.48,0.6,0.0,0.0,0,0.0,0,0,0.48,0.6,1.0,1.0,240.98,0.49,7.0,1,1.0,1.0,0.44,1999.7,0.6,0.5,0.6,0.4,0.4,0.6,0.5,0.4,0.3,0.5,0.46,0.52,0.52,0.56,0.48,0.62,0.52,0.56,0.36,0.46,0,0.58,0.54,1.0,0.6
1,0.46,0.5,0.67,0.67,348.78,0.45,39.0,6,0.48,0.5,0.0,0.0,0,0.0,0,0,0.46,0.5,0.53,0.5,455.79,0.57,22.0,11,0.46,0.5,0.33,0.2,447.25,0.21,5.75,5,0.46,0.5,0.57,0.57,257.87,0.45,5.29,5,1.0,1.0,0.38,1999.7,0.22,0.2,0.0,0.0,0,0.0,0,1,0.22,0.2,0.36,0.4,354.77,0.43,6.0,11,0.22,0.2,0.44,0.44,399.26,0.56,6.57,9,0.26,0.2,0.29,0.3,514.2,0.39,16.5,13,0.22,0.2,0.29,0.29,281.75,0.27,6.33,5,1.0,1.0,0.12,1979.23,0.5,0.5,0.3,0.5,0.5,0.4,0.6,0.4,0.4,0.3,0.48,0.52,0.56,0.46,0.5,0.44,0.54,0.48,0.46,0.4,0.46,0.57,0.58,0.46,0.54
0,0.6,0.3,0.0,0.0,0,0.0,0,1,0.58,0.3,0.0,0.0,0,0.0,0,0,0.58,0.3,0.75,0.75,408.2,0.29,8.0,4,0.58,0.3,0.7,0.7,488.66,0.66,29.67,9,0.64,0.5,0.0,0.0,0,0.0,0,0,0.7,1.0,0.32,1944.27,0.68,0.5,1.0,1.0,350.44,0.48,6.38,2,0.68,0.5,0.76,0.7,353.59,0.55,6.09,5,0.68,0.5,0.82,0.8,435.92,0.62,28.33,3,0.68,0.5,0.86,0.86,496.25,0.61,4.79,7,0.68,0.5,0.86,0.8,250.84,0.5,5.4,7,1.0,1.0,0.44,1966.37,0.6,0.5,0.5,0.2,0.6,0.6,0.4,0.7,0.5,0.5,0.54,0.52,0.56,0.42,0.46,0.48,0.62,0.62,0.54,0.62,0.53,0.27,0.52,0.56,0.54
1,0.68,0.5,0.67,0.67,352.35,0.47,4.2,3,0.68,0.5,0.58,0.5,362.7,0.29,12.25,9,0.68,0.5,0.81,0.8,432.31,0.56,19.25,2,0.68,0.5,1.0,1.0,468.48,0.61,8.0,0,0.68,0.5,0.85,0.7,251.4,0.45,5.14,6,1.0,1.0,0.42,1966.37,0.62,0.4,0.55,0.5,387.23,0.45,7.86,11,0.6,0.4,0.83,0.83,345.72,0.68,11.2,1,0.6,0.4,0.5,0.5,459.43,0.46,15.0,2,0.6,0.4,0.78,0.78,488.66,0.67,29.67,8,0.66,0.5,0.58,0.7,265.02,0.72,19.6,9,0.7,1.0,0.37,1944.27,0.5,0.3,0.6,0.8,0.5,0.4,0.6,0.5,0.1,0.4,0.54,0.46,0.6,0.56,0.6,0.52,0.64,0.52,0.42,0.44,0.5,0.55,0.58,0.38,0.5
1,0.78,0.8,0.67,0.67,324.87,0.42,2.86,2,0.78,0.8,1.0,1.0,370.16,0.71,4.33,2,0.78,0.8,1.0,1.0,468.94,0.63,11.9,11,0.78,0.8,0.67,0.67,496.61,0.41,7.0,5,0.78,0.8,0.0,0.0,0,0.0,0,0,1.0,1.0,0.39,2016.13,0.56,0.6,0.5,0.5,474.71,0.36,5.8,3,0.56,0.6,0.5,0.5,381.25,0.45,6.67,12,0.59,0.6,0.75,0.75,393.79,0.51,7.11,8,0.56,0.6,0.0,0.0,0,0.0,0,0,0.56,0.6,0.6,0.6,256.06,0.44,13.5,4,1.0,1.0,0.47,1960.94,0.2,0.4,0.5,0.4,0.5,0.8,0.3,0.4,0.5,0.4,0.54,0.46,0.56,0.46,0.55,0.5,0.48,0.56,0.5,0.48,0.71,0.53,0.48,0,0.0
1,0.56,0.6,0.4,0.4,468.06,0.22,7.5,2,0.56,0.6,0.5,0.5,279.49,0.37,3.17,4,0.58,0.6,0.44,0.44,413.94,0.31,10.5,9,0.56,0.6,0.0,0.0,0,0.0,0,1,0.56,0.6,0.8,0.8,261.97,0.72,10.9,9,1.0,1.0,0.42,1960.94,0.8,0.9,1.0,1.0,406.56,0.62,8.4,4,0.8,0.9,0.83,0.83,353.61,0.75,8.12,2,0.8,0.9,1.0,1.0,462.75,0.34,8.75,6,0.8,0.9,0.8,0.8,537.39,0.55,14.17,8,0.8,0.9,0.75,0.75,245.75,0.52,4.57,2,1.0,1.0,0.42,2016.13,0.7,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.3,0.8,0.5,0.57,0.56,0.56,0.54,0.54,0.44,0.56,0.44,0.56,0.75,0,0.48,0.56,0.67
1,0.8,0.9,0.88,1.0,444.6,0.53,5.2,14,0.8,0.9,1.0,1.0,419.15,0.9,9.0,1,0.8,0.9,0.9,0.9,483.46,0.48,9.12,9,0.8,0.9,1.0,1.0,493.8,0.77,41.0,3,0.8,0.9,0.71,0.8,266.6,0.67,23.2,9,1.0,1.0,0.45,2016.13,0.58,0.7,0.8,0.8,381.68,0.6,7.45,10,0.58,0.7,1.0,1.0,338.6,0.43,1.75,1,0.6,0.7,0.5,0.5,413.94,0.35,10.5,8,0.58,0.7,0.73,0.7,512.65,0.5,41.0,10,0.58,0.7,0.57,0.57,223.93,0.5,8.0,5,1.0,1.0,0.48,1960.94,0.2,0.5,0.5,0.5,0.3,0.7,0.5,0.5,0.4,0.7,0.44,0.58,0.54,0.44,0.42,0.54,0.46,0.58,0.46,0.52,0.46,0,0.42,0.42,0.48
0,0.4,0.4,0.78,0.78,413.05,0.47,7.43,6,0.32,0.4,0.21,0.3,326.01,0.26,7.67,14,0.32,0.4,0.0,0.0,0,0.0,0,2,0.36,0.4,0.2,0.2,458.06,0.23,7.0,2,0.32,0.4,0.0,0.0,0,0.0,0,3,0.28,0.4,0.34,1800.48,0.54,0.8,0.4,0.4,345.63,0.38,8.83,6,0.54,0.8,0.75,0.75,365.51,0.61,6.45,8,0.54,0.8,0.67,0.7,458.88,0.47,6.27,12,0.65,0.8,0.86,0.86,526.77,0.77,9.78,7,0.54,0.8,0.58,0.6,256.49,0.48,24.0,12,0.98,1.0,0.65,1999.92,0.7,0.5,0.6,0.3,0.3,0.5,0.4,0.4,0.6,0.6,0.5,0.52,0.4,0.37,0.4,0.48,0.46,0.54,0.44,0.56,0.55,0.48,0.38,0.5,0.46
0,0.42,0.5,0.47,0.5,416.75,0.42,5.0,13,0.34,0.5,0.5,0.5,322.72,0.45,7.0,5,0.32,0.5,0.25,0.25,477.7,0.22,9.0,4,0.36,0.5,0.25,0.25,458.06,0.26,7.0,1,0.32,0.5,0.38,0.5,232.92,0.39,5.62,10,0.3,0.5,0.39,1827.08,0.54,0.8,0.33,0.33,336.24,0.3,6.17,5,0.54,0.8,0.56,0.56,307.31,0.37,3.29,7,0.54,0.8,0.8,0.8,446.07,0.62,45.0,2,0.64,0.8,0.83,0.83,526.04,0.68,8.38,6,0.52,0.8,0.25,0.25,229.75,0.24,12.0,2,0.98,1.0,0.61,1999.92,0.3,0.7,0.5,0.4,0.5,0.5,0.4,0.3,0.5,0.1,0.46,0.66,0.56,0.38,0.6,0.46,0.52,0.36,0.44,0.46,0.58,0.39,0.5,1.0,0.54
