teamA_win,teamA_top_winrate_past_50_games,teamA_top_winrate_past_10_games,teamA_top_winrate_on_champ_past_50_games,teamA_top_winrate_on_champ_past_10_games,teamA_top_gold_per_min_on_champ_past_10_games,teamA_top_kill_participation_on_champ_past_10_games,teamA_top_kda_on_champ_past_10_games,teamA_top_num_games_played_on_champ_past_50_games,teamA_jg_winrate_past_50_games,teamA_jg_winrate_past_10_games,teamA_jg_winrate_on_champ_past_50_games,teamA_jg_winrate_on_champ_past_10_games,teamA_jg_gold_per_min_on_champ_past_10_games,teamA_jg_kill_participation_on_champ_past_10_games,teamA_jg_kda_on_champ_past_10_games,teamA_jg_num_games_played_on_champ_past_50_games,teamA_mid_winrate_past_50_games,teamA_mid_winrate_past_10_games,teamA_mid_winrate_on_champ_past_50_games,teamA_mid_winrate_on_champ_past_10_games,teamA_mid_gold_per_min_on_champ_past_10_games,teamA_mid_kill_participation_on_champ_past_10_games,teamA_mid_kda_on_champ_past_10_games,teamA_mid_num_games_played_on_champ_past_50_games,teamA_adc_winrate_past_50_games,teamA_adc_winrate_past_10_games,teamA_adc_winrate_on_champ_past_50_games,teamA_adc_winrate_on_champ_past_10_games,teamA_adc_gold_per_min_on_champ_past_10_games,teamA_adc_kill_participation_on_champ_past_10_games,teamA_adc_kda_on_champ_past_10_games,teamA_adc_num_games_played_on_champ_past_50_games,teamA_supp_winrate_past_50_games,teamA_supp_winrate_past_10_games,teamA_supp_winrate_on_champ_past_50_games,teamA_supp_winrate_on_champ_past_10_games,teamA_supp_gold_per_min_on_champ_past_10_games,teamA_supp_kill_participation_on_champ_past_10_games,teamA_supp_kda_on_champ_past_10_games,teamA_supp_num_games_played_on_champ_past_50_games,teamA_winrate_past_50_games,teamA_winrate_past_10_games,teamA_average_kill_participation_past_10_games,teamA_average_gold_per_min_past_10_games,teamB_top_winrate_past_50_games,teamB_top_winrate_past_10_games,teamB_top_winrate_on_champ_past_50_games,teamB_top_winrate_on_champ_past_10_games,teamB_top_gold_per_min_on_champ_past_10_games,teamB_top_kill_participation_on_champ_past_10_games,teamB_top_kda_on_champ_past_10_games,teamB_top_num_games_played_on_champ_past_50_games,teamB_jg_winrate_past_50_games,teamB_jg_winrate_past_10_games,teamB_jg_winrate_on_champ_past_50_games,teamB_jg_winrate_on_champ_past_10_games,teamB_jg_gold_per_min_on_champ_past_10_games,teamB_jg_kill_participation_on_champ_past_10_games,teamB_jg_kda_on_champ_past_10_games,teamB_jg_num_games_played_on_champ_past_50_games,teamB_mid_winrate_past_50_games,teamB_mid_winrate_past_10_games,teamB_mid_winrate_on_champ_past_50_games,teamB_mid_winrate_on_champ_past_10_games,teamB_mid_gold_per_min_on_champ_past_10_games,teamB_mid_kill_participation_on_champ_past_10_games,teamB_mid_kda_on_champ_past_10_games,teamB_mid_num_games_played_on_champ_past_50_games,teamB_adc_winrate_past_50_games,teamB_adc_winrate_past_10_games,teamB_adc_winrate_on_champ_past_50_games,teamB_adc_winrate_on_champ_past_10_games,teamB_adc_gold_per_min_on_champ_past_10_games,teamB_adc_kill_participation_on_champ_past_10_games,teamB_adc_kda_on_champ_past_10_games,teamB_adc_num_games_played_on_champ_past_50_games,teamB_supp_winrate_past_50_games,teamB_supp_winrate_past_10_games,teamB_supp_winrate_on_champ_past_50_games,teamB_supp_winrate_on_champ_past_10_games,teamB_supp_gold_per_min_on_champ_past_10_games,teamB_supp_kill_participation_on_champ_past_10_games,teamB_supp_kda_on_champ_past_10_games,teamB_supp_num_games_played_on_champ_past_50_games,teamB_winrate_past_50_games,teamB_winrate_past_10_games,teamB_average_kill_participation_past_10_games,teamB_average_gold_per_min_past_10_games,teamA_top_winrate_pro_past_10_games,teamA_jg_winrate_pro_past_10_games,teamA_mid_winrate_pro_past_10_games,teamA_adc_winrate_pro_past_10_games,teamA_supp_winrate_pro_past_10_games,teamB_top_winrate_pro_past_10_games,teamB_jg_winrate_pro_past_10_games,teamB_mid_winrate_pro_past_10_games,teamB_adc_winrate_pro_past_10_games,teamB_supp_winrate_pro_past_10_games,teamA_top_winrate_pro_past_50_games,teamA_jg_winrate_pro_past_50_games,teamA_mid_winrate_pro_past_50_games,teamA_adc_winrate_pro_past_50_games,teamA_supp_winrate_pro_past_50_games,teamB_top_winrate_pro_past_50_games,teamB_jg_winrate_pro_past_50_games,teamB_mid_winrate_pro_past_50_games,teamB_adc_winrate_pro_past_50_games,teamB_supp_winrate_pro_past_50_games,top_matchup_winrate_pro_current_season,jg_matchup_winrate_pro_current_season,mid_matchup_winrate_pro_current_season,adc_matchup_winrate_pro_current_season,supp_matchup_winrate_pro_current_season
1,0.56,0.56,0.0,0.0,0,0.0,0,0,0.56,0.56,0.67,0.67,379.42,0.38,10.0,3,0.56,0.56,0.0,0.0,0,0.0,0,0,0.56,0.56,0.5,0.5,485.54,0.33,22.0,4,0.56,0.56,1.0,1.0,253.31,0.89,4.83,2,0.92,1.0,0.91,1924.09,0.33,0.33,0.0,0.0,0,0.0,0,0,0.33,0.33,0.0,0.0,0,0.0,0,1,0.33,0.33,1.0,1.0,477.81,0.88,0,1,0.33,0.33,0.0,0.0,0,0,0,0,0.33,0.33,1.0,1.0,246.64,0.75,6.0,1,1.0,1.0,1.05,1950.22,0.4,0.5,0.6,0.6,0.5,0.8,0.6,0.4,0.4,0.4,0.47,0.56,0.43,0.52,0.52,0.58,0.58,0.48,0.56,0.38,0,0.44,0.0,0.27,1.0
0,0.75,0.75,1.0,1.0,399.31,0.71,0,1,0.75,0.75,0.5,0.5,347.41,0.26,3.0,2,0.75,0.75,0.0,0.0,0,0.0,0,0,0.75,0.75,0.0,0.0,0,0.0,0,0,0.75,0.75,0.0,0.0,0,0.0,0,0,1.0,1.0,0.71,2035.25,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,1.0,1.0,352.97,0.49,4.0,1,1.0,1.0,1.0,1.0,602.28,0.88,0,1,1.0,1.0,1.0,1.0,528.76,0.85,13.67,3,1.0,1.0,1.0,1.0,256.39,0.57,10.0,2,1.0,1.0,0.92,1933.0,0.6,0.6,0.7,0.67,0.4,0.56,0.4,0.6,0.3,0.4,0.52,0.62,0.72,0.67,0.54,0.56,0.44,0.68,0.44,0.5,0,0.58,0.8,0,0.42
1,0.38,0.38,0.0,0.0,0,0.0,0,1,0.38,0.38,0.33,0.33,309.75,0.09,2.0,3,0.38,0.38,0.0,0.0,0,0.0,0,1,0.38,0.38,0.5,0.5,443.5,0.34,0,2,0.33,0.33,0.0,0.0,0,0.0,0,1,0.9,1.0,0.63,2045.79,0.75,0.75,1.0,1.0,427.11,0.56,2.5,1,0.75,0.75,1.0,1.0,350.62,0.54,3.33,1,0.75,0.75,0.5,0.5,417.77,0.32,5.5,2,0.75,0.75,1.0,1.0,408.4,0.52,8.0,2,0.75,0.75,0.0,0.0,0,0.0,0,0,1.0,1.0,0.78,2016.23,0.4,0.4,0.5,0.7,0.4,0.6,0.4,0.7,0.2,0.5,0.38,0.4,0.68,0.58,0.4,0.48,0.54,0.59,0.34,0.5,0.61,0.59,0.45,0.65,0.33
0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0.83,1.0,0.96,1928.21,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,1.0,1.0,475.28,0.43,7.0,1,0.5,0.5,1.0,1.0,497.99,0.63,0,1,0.5,0.5,0.5,0.5,243.4,0.31,9.5,4,0.92,1.0,0.78,2035.01,0.5,0.5,0.6,0.2,0.4,0.5,0.6,0.6,0.8,0.3,0.64,0.44,0.68,0.36,0.4,0.49,0.62,0.58,0.58,0.56,0.25,0.4,0.5,0.36,0.37
1,0.5,0.5,0.0,0.0,0,0.0,0,1,0.5,0.5,1.0,1.0,361.62,0.59,4.2,2,0.5,0.5,0.67,0.67,378.83,0.49,5.75,3,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.5,0.5,254.49,0.36,0,2,1.0,1.0,0.83,1973.01,0.38,0.38,0.0,0.0,0,0,0,0,0.38,0.38,0.5,0.5,355.4,0.27,14.0,4,0.38,0.38,0.0,0.0,0,0.0,0,1,0.38,0.38,0.0,0.0,0,0.0,0,1,0.38,0.38,0.0,0.0,0,0.0,0,1,1.0,1.0,0.94,1950.22,0.4,0.5,0.7,0.9,0.2,0.6,0.5,0.3,0.4,0.5,0.36,0.6,0.4,0.58,0.56,0.5,0.46,0.46,0.33,0.44,0.6,0.58,0.56,0.88,0.61
1,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,1.0,1.0,329.91,0.59,2.75,1,0.5,0.5,1.0,1.0,467.41,0.54,10.0,1,0.5,0.5,1.0,1.0,474.68,0.5,9.0,1,0.5,0.5,1.0,1.0,235.98,0.62,10.0,1,0.92,1.0,0.81,1924.09,0.25,0.25,0.33,0.33,371.77,0.41,6.67,3,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.5,0.5,442.63,0.46,12.0,2,0.25,0.25,1.0,1.0,243.44,0.97,5.0,1,0.88,1.0,1.07,1936.84,0.6,0.5,0.5,0.8,0.3,0.6,0.78,0.6,0.2,0.5,0.45,0.55,0.5,0.56,0.58,0.52,0.78,0.53,0.48,0.44,0.33,0,0,0.54,0.59
0,0.57,0.57,0.0,0.0,0,0.0,0,0,0.57,0.57,0.0,0.0,0,0.0,0,0,0.57,0.57,0.0,0.0,0,0.0,0,0,0.57,0.57,0.0,0.0,0,0.0,0,0,0.57,0.57,0.0,0.0,0,0.0,0,0,1.0,1.0,0.73,1973.01,0.71,0.71,0.5,0.5,367.93,0.38,6.5,2,0.71,0.71,1.0,1.0,353.91,0.64,4.4,2,0.71,0.71,1.0,1.0,452.87,0.49,0,1,0.71,0.71,0.5,0.5,442.36,0.32,0,2,0.71,0.71,1.0,1.0,259.31,0.66,6.0,1,1.0,1.0,0.68,2016.23,0.5,0.4,0.5,0,0.4,0.5,0.5,0.8,0.8,0.2,0.38,0.46,0.45,0,0.32,0.46,0.4,0.42,0.54,0.6,0.12,0.0,1.0,0,0.0
1,0.71,0.71,0.0,0.0,0,0.0,0,0,0.71,0.71,0.0,0.0,0,0.0,0,0,0.71,0.71,1.0,1.0,416.2,0.75,4.5,1,0.71,0.71,1.0,1.0,500.76,0.99,10.5,1,0.71,0.71,0.0,0.0,0,0.0,0,0,1.0,1.0,0.62,2035.25,0.43,0.43,1.0,1.0,408.68,0.77,3.33,1,0.43,0.43,0.0,0.0,0,0,0,0,0.43,0.43,0.0,0.0,0,0,0,0,0.43,0.43,0.0,0.0,0,0,0,0,0.43,0.43,0.0,0.0,0,0,0,0,1.0,1.0,0.82,1950.22,0.5,0.3,0.6,0.4,0.6,0.57,0.8,0.8,0.4,0.75,0.62,0.63,0.44,0.47,0.56,0.57,0.52,0.45,0.35,0.75,1.0,0.75,0,0.0,0
1,0.43,0.43,0.0,0.0,0,0.0,0,1,0.43,0.43,0.0,0.0,0,0.0,0,0,0.43,0.43,0.0,0.0,0,0.0,0,0,0.43,0.43,0.0,0.0,0,0.0,0,0,0.43,0.43,0.0,0.0,0,0.0,0,0,0.92,1.0,0.69,2035.01,0.57,0.57,1.0,1.0,459.01,0.38,1.2,1,0.57,0.57,1.0,1.0,379.42,0.54,10.0,2,0.57,0.57,0.5,0.5,438.21,0.35,12.0,2,0.57,0.57,0.67,0.67,485.54,0.42,22.0,3,0.57,0.57,1.0,1.0,214.25,0.69,3.33,1,0.94,1.0,0.71,1924.09,0.4,0.4,0.44,0.6,0.3,0.6,0.4,0.2,0.2,0.5,0.44,0.52,0.44,0.62,0.41,0.64,0.58,0.41,0.56,0.54,0.0,0.38,0,0.7,0.17
1,1.0,1.0,1.0,1.0,357.33,0.52,9.0,2,1.0,1.0,1.0,1.0,329.03,0.62,8.0,1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,1.0,1.0,443.29,0.62,6.0,1,1.0,1.0,1.0,1.0,273.46,0.85,8.0,1,1.0,1.0,0.81,1933.0,0.43,0.43,0.0,0.0,0,0.0,0,1,0.43,0.43,1.0,1.0,349.56,0.62,10.5,2,0.43,0.43,0.0,0.0,0,0,0,0,0.43,0.43,0.5,0.5,490.07,0.26,8.0,2,0.5,0.5,0.0,0.0,0,0.0,0,0,0.92,1.0,0.54,2045.79,0.5,0.83,0.6,0.4,0.17,0.5,0.5,0.33,0.3,0.4,0.59,0.83,0.68,0.36,0.17,0.44,0.58,0.33,0.56,0.4,1.0,0,0,0.33,0.5
0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.85,1.0,0.84,1928.21,0.14,0.14,0.0,0.0,0,0.0,0,1,0.14,0.14,0.0,0.0,0,0.0,0,0,0.14,0.14,0.0,0.0,0,0.0,0,1,0.14,0.14,0.0,0.0,0,0.0,0,1,0.14,0.14,0.0,0.0,0,0.0,0,0,0.88,1.0,0.93,1936.84,0.5,0.3,0.7,0.5,0.6,0.6,0.5,0.4,0.2,0.4,0.4,0.43,0.45,0.5,0.54,0.64,0.58,0.55,0.56,0.4,0.42,0.5,0.5,0.71,0.48
0,0.83,0.83,1.0,1.0,367.93,0.7,6.5,1,0.83,0.83,1.0,1.0,332.65,0.63,7.0,2,0.83,0.83,0.0,0.0,0,0.0,0,0,0.83,0.83,1.0,1.0,442.36,0.59,0,1,0.83,0.83,1.0,1.0,255.02,0.65,0,1,1.0,1.0,0.58,2016.23,0.67,0.67,0.0,0.0,0,0.0,0,0,0.67,0.67,1.0,1.0,356.5,0.79,4.33,2,0.67,0.67,0.0,0.0,0,0.0,0,0,0.67,0.67,1.0,1.0,456.43,0.76,6.5,1,0.67,0.67,0.0,0.0,0,0.0,0,0,1.0,1.0,0.53,2035.25,0.6,0.6,0.5,0.7,0.6,0.5,0.4,0.3,0.5,1.0,0.46,0.56,0.5,0.5,0.5,0.5,0.4,0.32,0.6,1.0,0.67,0.58,0.67,0.46,0.0
1,1.0,1.0,1.0,1.0,358.91,0.64,11.0,1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,1.0,1.0,422.24,0.71,7.6,3,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.69,1933.0,0.5,0.5,0.0,0.0,0,0,0,0,0.5,0.5,1.0,1.0,312.01,0.54,4.5,1,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.33,0.33,494.01,0.29,13.0,3,0.5,0.5,0.67,0.67,243.4,0.39,9.5,3,0.94,1.0,0.59,2035.01,0.6,0.5,0.2,0.3,0.5,0.0,0.4,0.6,0.6,0.8,0.57,0.5,0.34,0.58,0.59,0.4,0.42,0.5,0.62,0.7,0,0,0.5,0.71,0.67
0,0.67,0.67,1.0,1.0,432.45,0.53,6.0,1,0.67,0.67,0.0,0.0,0,0.0,0,0,0.67,0.67,1.0,1.0,378.83,0.59,5.75,2,0.67,0.67,1.0,1.0,478.34,0.68,0,1,0.67,0.67,0.0,0.0,0,0.0,0,0,1.0,1.0,0.62,1973.01,0.5,0.5,0.5,0.5,420.63,0.13,2.5,2,0.5,0.5,1.0,1.0,331.64,0.32,6.0,1,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.5,0.5,483.88,0.28,0,2,0.5,0.5,0.5,0.5,250.54,0.18,3.5,2,0.94,1.0,0.61,1924.09,0.4,0.3,0.3,0.5,0.7,0.4,0.6,0.6,0.6,0.4,0.42,0.36,0.34,0.41,0.52,0.4,0.56,0.55,0.62,0.42,0.33,0.4,0.44,0.0,0.53
0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.87,1.0,0.72,1928.21,0.33,0.33,1.0,1.0,427.31,0.75,4.5,1,0.33,0.33,1.0,1.0,402.9,0.88,0,1,0.33,0.33,0.0,0.0,0,0.0,0,1,0.33,0.33,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.92,1.0,0.45,2045.79,0.5,0.5,0.6,0.4,0.2,0.6,0.7,0.0,0.6,0.5,0.42,0.42,0.41,0.4,0.2,0.64,0.54,0.0,0.62,0.48,0.08,0.42,0,0.5,0.0
1,0.33,0.33,0.0,0.0,0,0.0,0,0,0.33,0.33,0.33,0.33,352.5,0.21,8.0,3,0.33,0.33,0.0,0.0,0,0.0,0,0,0.33,0.33,0.0,0.0,0,0.0,0,1,0.33,0.33,0.0,0.0,0,0.0,0,0,1.0,1.0,0.7,1950.22,0.17,0.17,0.0,0.0,0,0.0,0,0,0.17,0.17,0.0,0.0,0,0,0,0,0.17,0.17,0.0,0.0,0,0.0,0,1,0.17,0.17,0.0,0.0,0,0.0,0,0,0.17,0.17,0.0,0.0,0,0,0,0,0.9,1.0,0.8,1936.84,0.6,0.4,0.5,0.3,0.2,0.1,0.9,0.4,0.7,0.5,0.63,0.44,0.42,0.34,0.42,0.42,0.77,0.34,0.62,0.49,0.6,0.33,0.11,0.22,0.67
1,0.6,0.6,0.0,0.0,0,0.0,0,0,0.6,0.6,0.0,0.0,0,0.0,0,0,0.6,0.6,0.0,0.0,0,0.0,0,0,0.6,0.6,0.0,0.0,0,0.0,0,0,0.6,0.6,0.0,0.0,0,0.0,0,0,1.0,1.0,0.44,2035.25,0.6,0.6,1.0,1.0,420.63,0.25,2.5,1,0.6,0.6,0.0,0.0,0,0.0,0,1,0.6,0.6,0.0,0.0,0,0,0,0,0.6,0.6,0.5,0.5,420.29,0.36,8.0,2,0.6,0.6,1.0,1.0,250.54,0.36,3.5,1,0.96,1.0,0.51,1924.09,0.5,0.4,0.4,0.5,0.6,0.5,0.3,0,0.5,0.4,0.43,0.42,0.42,0.5,0.5,0.46,0.42,0,0.38,0.42,0.25,0.52,0,0,0.5
1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,1.0,1.0,470.95,1.06,0,1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.58,1933.0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,1.0,1.0,417.77,0.56,5.5,1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.49,2016.23,0.4,0.4,0.9,0.5,1.0,0.5,0.5,0.5,0.44,0.25,0.44,0.42,0.75,0.36,1.0,0.44,0.58,0.58,0.44,0.25,0.67,0.17,0,1.0,0
1,0.4,0.4,0.0,0.0,0,0.0,0,0,0.4,0.4,0.0,0.0,0,0.0,0,0,0.4,0.4,1.0,1.0,536.18,0.47,3.0,1,0.4,0.4,0.0,0.0,0,0.0,0,1,0.4,0.4,0.0,0.0,0,0.0,0,1,0.94,1.0,0.49,2035.01,0.2,0.2,0.5,0.5,371.77,0.59,6.67,2,0.2,0.2,0.0,0.0,0,0.0,0,0,0.2,0.2,0.0,0.0,0,0.0,0,0,0.2,0.2,0.0,0.0,0,0,0,0,0.2,0.2,0.0,0.0,0,0.0,0,3,0.92,1.0,0.67,1936.84,0.7,0.4,0.9,0.4,0.6,0.7,0.5,0.6,0.7,0.7,0.63,0.44,0.66,0.36,0.48,0.44,0.42,0.59,0.57,0.52,0.4,0,0.44,0.0,0.6
0,0.4,0.4,0.0,0.0,0,0.0,0,0,0.4,0.4,0.5,0.5,309.75,0.13,2.0,2,0.4,0.4,0.0,0.0,0,0.0,0,0,0.4,0.4,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.94,1.0,0.36,2045.79,0.6,0.6,0.0,0.0,0,0.0,0,0,0.6,0.6,1.0,1.0,398.42,0.73,4.33,1,0.6,0.6,1.0,1.0,357.01,0.57,2.75,1,0.6,0.6,0.0,0.0,0,0.0,0,0,0.6,0.6,0.5,0.5,249.71,0.29,3.0,2,1.0,1.0,0.52,1973.01,0.4,0.4,0,0.67,0.5,0.5,0.7,0.1,0.2,0.7,0.44,0.42,0,0.67,0.44,0.53,0.52,0.34,0.29,0.52,0.43,0.42,0,0,0
1,0.2,0.2,0.0,0.0,0,0.0,0,0,0.2,0.2,0.0,0.0,0,0.0,0,0,0.2,0.2,0.0,0.0,0,0.0,0,0,0.2,0.2,0.0,0.0,0,0.0,0,1,0.2,0.2,0.0,0.0,0,0.0,0,1,1.0,1.0,0.58,1950.22,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0,2,0.89,1.0,0.6,1928.21,0.9,0.5,0.8,0.7,0.7,0.4,0.6,0.5,0.7,0.7,0.75,0.57,0.74,0.58,0.5,0.21,0.42,0.5,0.62,0.5,0,0.8,1.0,0.5,0.33
0,0.75,0.75,0.0,0.0,0,0.0,0,0,0.75,0.75,1.0,1.0,347.41,0.48,3.0,1,0.75,0.75,0.0,0.0,0,0.0,0,0,0.75,0.75,0.0,0.0,0,0,0,0,0.75,0.75,0.0,0.0,0,0,0,0,1.0,1.0,0.35,2035.25,0.25,0.25,1.0,1.0,479.89,0.39,0,1,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.5,0.5,244.5,0.37,12.0,2,0.94,1.0,0.39,2035.01,0.4,0.6,0.5,0.8,0,0.5,0.3,0.6,0.7,0.6,0.52,0.54,0.56,0.75,0,0.5,0.56,0.65,0.5,0.6,0.33,0.56,0.33,1.0,0
1,1.0,1.0,1.0,1.0,407.76,0.47,3.0,1,1.0,1.0,1.0,1.0,341.93,0.52,4.5,1,1.0,1.0,1.0,1.0,402.36,0.79,2.6,1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.39,2016.23,0.75,0.75,0.0,0.0,0,0.0,0,0,0.75,0.75,1.0,1.0,375.77,0.73,11.0,1,0.75,0.75,1.0,1.0,438.21,0.66,12.0,1,0.75,0.75,1.0,1.0,483.88,0.52,0,1,0.75,0.75,0.0,0.0,0,0.0,0,1,0.98,1.0,0.41,1924.09,0.5,0.1,0.9,0.8,0.3,0.4,0.5,0.71,0.3,0.4,0.5,0.54,0.69,0.74,0.31,0.52,0.56,0.71,0.58,0.32,0.67,0.43,0,1.0,0
0,0.25,0.25,0.0,0.0,0,0,0,0,0.25,0.25,0.0,0.0,0,0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0,0,0,1.0,1.0,0.47,1950.22,1.0,1.0,1.0,1.0,468.79,0.61,10.0,1,1.0,1.0,1.0,1.0,348.58,0.69,3.67,1,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.46,1933.0,0.3,0.6,0.5,0.4,0.5,0.7,0.44,0.2,0.33,0.0,0.46,0.54,0.52,0.6,0.44,0.62,0.44,0.39,0.33,0.0,0.67,1.0,1.0,1.0,0
1,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.5,0.5,596.37,0.31,0,2,0.5,0.5,0.0,0.0,0,0.0,0,0,1.0,1.0,0.41,1973.01,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0.91,1.0,0.48,1928.21,0.0,0.6,0.3,0.3,1.0,0.5,0.5,0.3,0.33,0.3,0.0,0.52,0.44,0.58,1.0,0.55,0.58,0.32,0.33,0.43,0,0.46,1.0,0.5,1.0
0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.5,0.5,314.26,0.38,2.8,2,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,2,0.94,1.0,0.53,1936.84,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,0,0.25,0.25,0.0,0.0,0,0.0,0,1,0.25,0.25,0.0,0.0,0,0.0,0,0,0.94,1.0,0.36,2045.79,0.8,0.4,0.4,0.4,0.4,0.67,0.6,0.0,0.6,0.5,0.64,0.58,0.5,0.31,0.48,0.67,0.5,0.0,0.5,0.46,0.33,0.48,1.0,0.5,0.5
0,0.67,0.67,1.0,1.0,340.04,0.51,4.5,1,0.67,0.67,1.0,1.0,384.01,1.0,12.0,1,0.67,0.67,0.0,0.0,0,0,0,0,0.67,0.67,1.0,1.0,596.37,0.59,0,1,0.67,0.67,1.0,1.0,254.49,0.67,0,1,1.0,1.0,0.31,1973.01,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,1.0,1.0,393.64,0.5,3.6,2,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0,0,1.0,1.0,0.35,1933.0,0.56,0.5,0.4,0.6,0.8,0.5,0.4,0.5,0.2,0.0,0.56,0.58,0.44,0.64,0.6,0.37,0.5,0.52,0.42,0.0,0,0.6,0.0,0.67,0
0,0.33,0.33,0.0,0.0,0,0,0,0,0.33,0.33,0.5,0.5,352.5,0.28,8.0,2,0.33,0.33,0.5,0.5,421.92,0.5,11.0,2,0.33,0.33,1.0,1.0,371.93,0.77,5.0,1,0.33,0.33,0.0,0.0,0,0.0,0,0,1.0,1.0,0.35,1950.22,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0,1,0.94,1.0,0.29,2035.01,0.5,0.6,0.5,0.3,0.5,0.43,0.5,0.5,0.6,0.8,0.48,0.58,0.45,0.43,0.49,0.43,0.5,0.54,0.62,0.6,0.5,0.6,0.33,0.35,0.33
