teamA_win,teamA_top_winrate_past_50_games,teamA_top_winrate_past_10_games,teamA_top_winrate_on_champ_past_50_games,teamA_top_winrate_on_champ_past_10_games,teamA_top_gold_per_min_on_champ_past_10_games,teamA_top_kill_participation_on_champ_past_10_games,teamA_top_kda_on_champ_past_10_games,teamA_top_num_games_played_on_champ_past_50_games,teamA_jg_winrate_past_50_games,teamA_jg_winrate_past_10_games,teamA_jg_winrate_on_champ_past_50_games,teamA_jg_winrate_on_champ_past_10_games,teamA_jg_gold_per_min_on_champ_past_10_games,teamA_jg_kill_participation_on_champ_past_10_games,teamA_jg_kda_on_champ_past_10_games,teamA_jg_num_games_played_on_champ_past_50_games,teamA_mid_winrate_past_50_games,teamA_mid_winrate_past_10_games,teamA_mid_winrate_on_champ_past_50_games,teamA_mid_winrate_on_champ_past_10_games,teamA_mid_gold_per_min_on_champ_past_10_games,teamA_mid_kill_participation_on_champ_past_10_games,teamA_mid_kda_on_champ_past_10_games,teamA_mid_num_games_played_on_champ_past_50_games,teamA_adc_winrate_past_50_games,teamA_adc_winrate_past_10_games,teamA_adc_winrate_on_champ_past_50_games,teamA_adc_winrate_on_champ_past_10_games,teamA_adc_gold_per_min_on_champ_past_10_games,teamA_adc_kill_participation_on_champ_past_10_games,teamA_adc_kda_on_champ_past_10_games,teamA_adc_num_games_played_on_champ_past_50_games,teamA_supp_winrate_past_50_games,teamA_supp_winrate_past_10_games,teamA_supp_winrate_on_champ_past_50_games,teamA_supp_winrate_on_champ_past_10_games,teamA_supp_gold_per_min_on_champ_past_10_games,teamA_supp_kill_participation_on_champ_past_10_games,teamA_supp_kda_on_champ_past_10_games,teamA_supp_num_games_played_on_champ_past_50_games,teamA_winrate_past_50_games,teamA_winrate_past_10_games,teamA_average_kill_participation_past_10_games,teamA_average_gold_per_min_past_10_games,teamB_top_winrate_past_50_games,teamB_top_winrate_past_10_games,teamB_top_winrate_on_champ_past_50_games,teamB_top_winrate_on_champ_past_10_games,teamB_top_gold_per_min_on_champ_past_10_games,teamB_top_kill_participation_on_champ_past_10_games,teamB_top_kda_on_champ_past_10_games,teamB_top_num_games_played_on_champ_past_50_games,teamB_jg_winrate_past_50_games,teamB_jg_winrate_past_10_games,teamB_jg_winrate_on_champ_past_50_games,teamB_jg_winrate_on_champ_past_10_games,teamB_jg_gold_per_min_on_champ_past_10_games,teamB_jg_kill_participation_on_champ_past_10_games,teamB_jg_kda_on_champ_past_10_games,teamB_jg_num_games_played_on_champ_past_50_games,teamB_mid_winrate_past_50_games,teamB_mid_winrate_past_10_games,teamB_mid_winrate_on_champ_past_50_games,teamB_mid_winrate_on_champ_past_10_games,teamB_mid_gold_per_min_on_champ_past_10_games,teamB_mid_kill_participation_on_champ_past_10_games,teamB_mid_kda_on_champ_past_10_games,teamB_mid_num_games_played_on_champ_past_50_games,teamB_adc_winrate_past_50_games,teamB_adc_winrate_past_10_games,teamB_adc_winrate_on_champ_past_50_games,teamB_adc_winrate_on_champ_past_10_games,teamB_adc_gold_per_min_on_champ_past_10_games,teamB_adc_kill_participation_on_champ_past_10_games,teamB_adc_kda_on_champ_past_10_games,teamB_adc_num_games_played_on_champ_past_50_games,teamB_supp_winrate_past_50_games,teamB_supp_winrate_past_10_games,teamB_supp_winrate_on_champ_past_50_games,teamB_supp_winrate_on_champ_past_10_games,teamB_supp_gold_per_min_on_champ_past_10_games,teamB_supp_kill_participation_on_champ_past_10_games,teamB_supp_kda_on_champ_past_10_games,teamB_supp_num_games_played_on_champ_past_50_games,teamB_winrate_past_50_games,teamB_winrate_past_10_games,teamB_average_kill_participation_past_10_games,teamB_average_gold_per_min_past_10_games,teamA_top_winrate_pro_past_10_games,teamA_jg_winrate_pro_past_10_games,teamA_mid_winrate_pro_past_10_games,teamA_adc_winrate_pro_past_10_games,teamA_supp_winrate_pro_past_10_games,teamB_top_winrate_pro_past_10_games,teamB_jg_winrate_pro_past_10_games,teamB_mid_winrate_pro_past_10_games,teamB_adc_winrate_pro_past_10_games,teamB_supp_winrate_pro_past_10_games,teamA_top_winrate_pro_past_50_games,teamA_jg_winrate_pro_past_50_games,teamA_mid_winrate_pro_past_50_games,teamA_adc_winrate_pro_past_50_games,teamA_supp_winrate_pro_past_50_games,teamB_top_winrate_pro_past_50_games,teamB_jg_winrate_pro_past_50_games,teamB_mid_winrate_pro_past_50_games,teamB_adc_winrate_pro_past_50_games,teamB_supp_winrate_pro_past_50_games,top_matchup_winrate_pro_current_season,jg_matchup_winrate_pro_current_season,mid_matchup_winrate_pro_current_season,adc_matchup_winrate_pro_current_season,supp_matchup_winrate_pro_current_season
1,0.5,0.4,0.0,0.0,0,0.0,0,0,0.5,0.4,0.0,0.0,0,0.0,0,1,0.5,0.4,0.0,0.0,0,0.0,0,0,0.5,0.4,0.86,0.86,459.81,0.63,5.92,7,0.5,0.4,1.0,1.0,250.18,0.76,8.3,6,1.0,1.0,0.23,1943.37,0.67,0.7,0.67,0.67,392.69,0.41,6.17,6,0.55,0.6,0.5,0.5,369.54,0.54,13.0,4,0.55,0.6,1.0,1.0,449.45,0.74,28.0,2,0.55,0.6,1.0,1.0,474.49,0.86,0,1,0.55,0.6,0.67,0.67,232.26,0.39,20.0,3,1.0,1.0,0.38,1933.5,0.6,0.4,0.3,0.6,0.7,0.4,0.3,0.5,0.5,0.7,0.36,0.48,0.34,0.42,0.58,0.5,0.4,0.52,0.64,0.48,0.62,1.0,0.25,0.75,0.0
1,0.64,0.6,0.6,0.6,376.82,0.31,4.6,5,0.54,0.5,0.67,0.67,307.59,0.36,12.33,6,0.54,0.5,0.33,0.33,451.24,0.32,8.0,3,0.54,0.5,0.78,0.78,431.15,0.45,8.43,9,0.54,0.5,0.7,0.7,236.5,0.44,13.2,10,1.0,1.0,0.31,1933.5,0.52,0.4,1.0,1.0,397.27,0.64,5.5,1,0.52,0.4,0.5,0.5,295.83,0.5,2.47,6,0.52,0.4,0.5,0.5,499.36,0.58,0,2,0.52,0.4,0.5,0.5,410.48,0.33,5.0,4,0.52,0.4,0.4,0.4,232.71,0.29,3.67,5,1.0,1.0,0.23,1943.37,0.3,0.6,0.5,0.5,0.7,0.6,0.2,0.5,0.4,0.3,0.48,0.54,0.66,0.42,0.58,0.52,0.44,0.62,0.48,0.4,0.4,0.5,0.2,0.38,0.54
1,0.6,0.6,0.5,0.5,451.21,0.32,5.0,2,0.52,0.4,0.6,0.6,307.93,0.35,10.0,5,0.52,0.4,0.25,0.25,456.72,0.15,0,4,0.52,0.4,0.75,0.75,427.84,0.47,7.71,8,0.52,0.4,0.67,0.67,237.06,0.44,12.0,9,1.0,1.0,0.28,1933.5,0.54,0.5,0.5,0.5,408.57,0.33,5.5,6,0.54,0.5,0.6,0.6,295.83,0.53,2.47,5,0.54,0.5,1.0,1.0,462.37,0.87,3.75,1,0.54,0.5,0.67,0.67,410.48,0.36,5.0,3,0.54,0.5,0.5,0.5,232.71,0.34,3.67,4,1.0,1.0,0.28,1943.37,0.6,0.7,0.3,0.5,0.6,0.3,0.2,0.4,0.5,0.3,0.52,0.52,0.42,0.42,0.56,0.48,0.44,0.44,0.48,0.42,0.48,0.49,0.33,0.36,0.53
0,0.67,0.67,1.0,1.0,451.21,0.71,5.0,1,0.54,0.5,0.75,0.75,307.93,0.47,10.0,4,0.54,0.5,0.33,0.33,456.72,0.23,0,3,0.54,0.5,0.86,0.86,427.84,0.58,7.71,7,0.54,0.5,0.75,0.75,237.06,0.53,12.0,8,1.0,1.0,0.46,1933.5,0.52,0.5,0.4,0.4,421.57,0.23,9.5,5,0.52,0.5,0.5,0.5,297.69,0.47,2.73,4,0.52,0.5,0.0,0.0,0,0.0,0,0,0.52,0.5,0.5,0.5,399.11,0.21,8.0,2,0.52,0.5,0.33,0.33,223.01,0.19,0,3,1.0,1.0,0.27,1943.37,0.7,0.9,0.3,0.5,0.7,0.3,0.1,0.3,0.5,0.2,0.52,0.54,0.42,0.42,0.56,0.46,0.44,0.42,0.48,0.4,0.5,0.5,0.5,0.37,0.54
1,0.92,0.9,0.83,0.83,420.8,0.42,9.75,6,0.92,0.9,1.0,1.0,388.1,0.74,4.33,1,0.92,0.9,1.0,1.0,364.04,0.83,5.8,2,0.92,0.9,0.8,0.8,475.44,0.53,6.57,5,0.92,0.9,0.0,0.0,0,0.0,0,0,1.0,1.0,0.6,1984.88,0.58,0.6,1.0,1.0,358.88,0.17,2.0,1,0.58,0.6,0.6,0.6,334.78,0.41,7.25,5,0.58,0.6,1.0,1.0,457.57,0.82,0,1,0.58,0.6,1.0,1.0,442.99,0.33,0,1,0.58,0.6,0.67,0.67,242.5,0.45,40.0,6,1.0,1.0,0.29,2103.84,0.5,0.5,0.3,0.4,0.6,0.3,0.4,0.6,0.2,0.4,0.52,0.46,0.42,0.38,0.48,0.39,0.64,0.44,0.26,0.42,0.33,0.52,0.75,0.83,0.67
1,0.56,0.6,0.0,0.0,0,0.0,0,0,0.56,0.6,0.5,0.5,333.4,0.34,6.33,4,0.56,0.6,0.5,0.5,351.97,0.4,3.33,2,0.56,0.6,0.57,0.57,456.19,0.44,13.33,7,0.56,0.6,0.75,0.75,241.59,0.57,7.67,4,1.0,1.0,0.29,2103.84,0.96,1.0,1.0,1.0,420.8,0.49,9.75,5,0.96,1.0,1.0,1.0,396.53,0.72,6.75,2,0.96,1.0,1.0,1.0,402.21,0.79,14.0,1,0.96,1.0,1.0,1.0,475.44,0.67,6.57,4,0.96,1.0,1.0,1.0,254.18,0.55,5.88,9,1.0,1.0,0.67,1984.88,0.3,0.3,0.4,0.6,0.4,0.6,0.3,0.6,0.5,0.5,0.36,0.62,0.46,0.48,0.4,0.54,0.42,0.4,0.4,0.44,0.5,0.5,0.0,0.64,0.61
0,0.58,0.7,0.57,0.57,370.16,0.28,2.36,7,0.58,0.7,1.0,1.0,312.2,0.67,5.67,3,0.58,0.7,1.0,1.0,510.39,0.5,9.67,3,0.58,0.7,1.0,1.0,418.21,0.72,5.25,2,0.58,0.7,0.0,0.0,0,0.0,0,0,1.0,1.0,0.34,2103.84,0.95,0.9,1.0,1.0,425.05,0.38,14.0,2,0.95,0.9,1.0,1.0,416.29,0.88,6.4,2,0.95,0.9,0.88,0.88,396.15,0.67,27.0,8,0.95,0.9,1.0,1.0,455.18,0.66,24.0,2,0.95,0.9,1.0,1.0,254.62,0.55,6.38,8,1.0,1.0,0.6,1984.88,0.7,0.4,0.6,0.6,0.6,0.4,0.6,0.3,0.3,0.5,0.54,0.42,0.4,0.68,0.42,0.58,0.61,0.44,0.34,0.42,0.5,1.0,0.75,0.75,1.0
1,0.95,0.9,1.0,1.0,407.16,0.42,9.0,4,0.95,0.9,1.0,1.0,422.53,0.88,16.0,1,0.95,0.9,0.0,0.0,0,0.0,0,0,0.95,0.9,1.0,1.0,477.35,0.68,7.0,3,0.95,0.9,1.0,1.0,253.12,0.5,6.0,7,1.0,1.0,0.55,1984.88,0.61,0.8,0.75,0.75,345.4,0.59,29.0,4,0.61,0.8,0.67,0.67,333.4,0.44,6.33,3,0.61,0.8,0.0,0.0,0,0,0,0,0.61,0.8,0.0,0.0,0,0,0,0,0.61,0.8,0.5,0.5,292.72,0.31,5.0,4,1.0,1.0,0.38,2103.84,0.6,0.6,0.4,0.5,0.5,0.4,0.4,0.6,0.8,0.3,0.52,0.59,0.54,0.4,0.4,0.58,0.62,0.46,0.58,0.5,0.5,0,0.0,0.38,0.56
0,0.48,0.4,0.67,0.67,381.7,0.4,3.9,6,0.48,0.4,0.33,0.33,347.06,0.43,24.0,6,0.48,0.4,1.0,1.0,397.82,0.72,6.5,2,0.48,0.4,0.6,0.6,436.58,0.62,9.57,10,0.48,0.4,0.67,0.8,235.83,0.57,2.96,12,1.0,1.0,0.3,1948.1,0.5,0.5,0.0,0.0,0,0.0,0,2,0.5,0.5,0.33,0.33,343.03,0.4,6.33,3,0.5,0.5,0.67,0.67,379.74,0.62,27.0,3,0.5,0.5,0.83,0.83,468.57,0.6,9.67,6,0.5,0.5,1.0,1.0,259.23,0.77,14.0,5,1.0,1.0,0.3,1943.37,0.6,0.5,0.4,0.6,0.4,0.4,0.3,0.6,0.4,0.6,0.6,0.44,0.42,0.6,0.5,0.48,0.4,0.46,0.38,0.52,0.39,0.5,0.3,0.43,0.48
0,0.5,0.5,0.36,0.4,454.33,0.27,6.6,11,0.5,0.5,0.4,0.4,347.06,0.47,24.0,5,0.5,0.5,0.67,0.67,417.23,0.74,6.89,6,0.5,0.5,0.67,0.67,436.58,0.63,9.57,9,0.5,0.5,0.73,0.8,235.83,0.55,2.96,11,1.0,1.0,0.38,1948.1,0.48,0.4,0.0,0.0,0,0.0,0,0,0.48,0.4,0.0,0.0,0,0.0,0,0,0.48,0.4,0.5,0.5,369.34,0.55,16.0,2,0.48,0.4,0.25,0.25,424.1,0.16,0,4,0.48,0.4,0.2,0.2,237.15,0.09,0,5,1.0,1.0,0.24,1943.37,0.7,0.5,0.4,0.6,0.4,0.5,0.5,0.6,0.3,0.2,0.48,0.46,0.42,0.62,0.52,0.64,0.54,0.46,0.4,0.38,0.33,0.5,0.56,0.58,0.46
0,0.5,0.4,0.0,0.0,0,0.0,0,0,0.5,0.4,0.0,0.0,0,0,0,0,0.5,0.4,0.0,0.0,0,0.0,0,2,0.5,0.4,0.0,0.0,0,0.0,0,0,0.5,0.4,1.0,1.0,241.95,0.41,0,1,1.0,1.0,0.24,1943.37,0.48,0.5,0.6,0.6,383.55,0.35,4.14,5,0.48,0.5,0.57,0.57,297.5,0.44,5.67,7,0.48,0.5,1.0,1.0,378.45,0.67,6.0,1,0.48,0.5,0.62,0.62,427.76,0.53,7.14,8,0.48,0.5,0.7,0.7,236.28,0.47,2.67,10,1.0,1.0,0.4,1948.1,0.8,0.5,0.4,0.5,0.4,0.6,0.6,0.4,0.5,0.4,0.48,0.58,0.52,0.64,0.52,0.58,0.6,0.42,0.6,0.5,0.5,0.6,0.5,0.56,0.62
1,0.46,0.4,0.33,0.33,342.95,0.35,8.5,3,0.46,0.4,0.25,0.25,318.09,0.31,6.0,4,0.46,0.4,0.6,0.6,393.5,0.66,6.57,5,0.46,0.4,0.57,0.57,429.16,0.47,7.8,7,0.46,0.4,0.67,0.67,235.33,0.45,2.58,9,1.0,1.0,0.32,1948.1,0.53,0.5,0.5,0.5,421.57,0.28,9.5,4,0.53,0.5,0.8,0.8,298.82,0.68,5.0,5,0.53,0.5,1.0,1.0,458.07,0.67,0,1,0.53,0.5,0.33,0.33,424.1,0.21,0,3,0.53,0.5,0.25,0.25,237.15,0.11,0,4,1.0,1.0,0.27,1943.37,0.6,0.2,0.4,0.4,0.3,0.8,0.7,0.6,0.3,0.2,0.62,0.38,0.42,0.58,0.48,0.5,0.6,0.46,0.4,0.4,0.56,0.26,0.5,0.58,0.46
0,0.48,0.5,0.5,0.5,342.95,0.52,8.5,2,0.48,0.5,0.33,0.33,318.09,0.36,6.0,3,0.48,0.5,0.75,0.75,393.5,0.75,6.57,4,0.48,0.5,0.67,0.67,429.16,0.5,7.8,6,0.48,0.5,0.75,0.75,235.33,0.5,2.58,8,1.0,1.0,0.36,1948.1,0.5,0.5,0.33,0.33,431.81,0.21,11.0,3,0.5,0.5,0.75,0.75,301.36,0.69,5.86,4,0.5,0.5,0.0,0.0,0,0.0,0,0,0.5,0.5,0.0,0.0,0,0.0,0,2,0.5,0.5,0.0,0.0,0,0.0,0,3,1.0,1.0,0.28,1943.37,0.6,0.3,0.5,0.4,0.4,0.7,0.7,0.5,0.2,0.1,0.64,0.38,0.44,0.6,0.48,0.48,0.6,0.44,0.4,0.38,0.56,0.27,1.0,0.6,0.48
1,0.62,0.62,0.0,0.0,0,0.0,0,0,0.52,0.4,0.33,0.33,367.15,0.38,7.0,3,0.52,0.4,1.0,1.0,433.7,0.74,14.0,1,0.52,0.4,0.0,0.0,0,0.0,0,0,0.52,0.4,0.0,0.0,0,0.0,0,0,1.0,1.0,0.39,1933.5,0.43,0.4,0.5,0.5,422.89,0.39,29.0,8,0.43,0.4,0.0,0.0,0,0.0,0,1,0.43,0.4,1.0,1.0,387.45,0.62,2.0,1,0.43,0.4,0.33,0.33,472.45,0.4,10.5,6,0.44,0.44,1.0,1.0,218.98,0.9,4.33,1,1.0,1.0,0.33,2016.77,0.4,0.7,0.2,0.4,0.2,0.7,0.3,0.6,0.4,0.5,0.48,0.46,0.46,0.58,0.29,0.48,0.56,0.4,0.44,0.46,0.5,0.0,0.7,0.5,0.0
0,0.45,0.5,0.0,0.0,0,0,0,0,0.45,0.5,0.5,0.5,332.45,0.26,5.5,4,0.45,0.5,0.43,0.43,392.95,0.48,6.0,7,0.45,0.5,0.4,0.4,472.45,0.43,10.5,5,0.5,0.5,0.0,0.0,0,0.0,0,1,1.0,1.0,0.33,2016.77,0.57,0.57,0.5,0.5,369.44,0.32,3.8,4,0.5,0.4,0.0,0.0,0,0.0,0,2,0.5,0.4,0.0,0.0,0,0.0,0,0,0.5,0.4,0.0,0.0,0,0.0,0,0,0.5,0.4,0.5,0.5,220.25,0.29,0,2,1.0,1.0,0.33,1933.5,0.2,0.5,0.7,0.4,0.2,0.6,0.6,0.5,0.7,0.5,0.44,0.48,0.46,0.44,0.44,0.48,0.44,0.54,0.66,0.5,0.44,0.33,0.56,0.5,0.3
1,0.5,0.5,0.33,0.33,399.37,0.25,5.5,3,0.48,0.3,0.67,0.67,346.61,0.47,5.0,3,0.48,0.3,0.0,0.0,0,0.0,0,0,0.48,0.3,0.83,0.83,429.89,0.56,9.0,6,0.48,0.3,0.71,0.71,236.58,0.51,12.75,7,1.0,1.0,0.26,1933.5,0.47,0.5,0.67,0.67,410.27,0.41,17.0,3,0.47,0.5,0.5,0.5,314.06,0.46,5.0,6,0.47,0.5,0.0,0.0,0,0,0,0,0.47,0.5,1.0,1.0,436.31,0.38,0,1,0.57,0.57,0.0,0.0,0,0,0,0,1.0,1.0,0.31,2016.77,0.6,0.3,0.2,0.4,0.5,0.5,0.4,0.4,0.8,0.7,0.46,0.52,0.46,0.38,0.52,0.64,0.44,0.42,0.66,0.56,0.42,0.43,0.56,0.67,0.6
0,0.5,0.6,0.4,0.4,454.33,0.24,6.6,10,0.5,0.6,0.5,0.5,318.09,0.49,6.0,2,0.5,0.6,0.0,0.0,0,0.0,0,3,0.5,0.6,0.0,0.0,0,0.0,0,1,0.5,0.6,0.5,0.5,258.3,0.5,3.67,2,1.0,1.0,0.41,1948.1,0.95,0.9,0.0,0.0,0,0.0,0,0,0.95,0.9,1.0,1.0,424.66,0.75,0,1,0.95,0.9,0.86,0.86,397.93,0.61,21.67,7,0.95,0.9,1.0,1.0,461.39,0.49,9.0,1,0.95,0.9,0.0,0.0,0,0.0,0,0,1.0,1.0,0.53,1984.88,0.4,0.6,0.5,0.7,0.3,0.5,0.6,0.8,0.2,0.3,0.38,0.48,0.52,0.44,0.44,0.5,0.42,0.44,0.36,0.32,0.5,0.38,0.6,0.66,0.59
0,0.52,0.6,0.44,0.44,454.33,0.26,6.6,9,0.52,0.6,0.75,0.75,316.83,0.67,4.88,4,0.52,0.6,0.8,0.8,384.68,0.49,4.5,5,0.52,0.6,0.0,0.0,0,0.0,0,0,0.52,0.6,1.0,1.0,255.96,0.55,11.0,1,1.0,1.0,0.41,1948.1,0.95,0.9,1.0,1.0,408.77,0.33,0,1,0.95,0.9,0.0,0.0,0,0.0,0,0,0.95,0.9,0.83,0.83,392.79,0.59,18.0,6,0.95,0.9,1.0,1.0,461.68,0.57,12.33,7,0.95,0.9,1.0,1.0,305.91,0.92,15.0,1,1.0,1.0,0.52,1984.88,0.5,0.3,0.4,0.4,0.1,0.6,0.4,0.6,0.3,0.7,0.38,0.44,0.6,0.4,0.46,0.6,0.46,0.44,0.44,0.67,0.42,1.0,0.68,0,0.15
1,0.94,0.9,0.0,0.0,0,0.0,0,0,0.94,0.9,0.0,0.0,0,0.0,0,0,0.94,0.9,0.8,0.8,382.33,0.54,13.67,5,0.94,0.9,1.0,1.0,458.34,0.58,13.0,6,0.94,0.9,1.0,1.0,250.95,0.64,20.5,4,1.0,1.0,0.52,1984.88,0.55,0.7,0.5,0.5,503.87,0.38,5.5,2,0.55,0.7,0.5,0.5,347.06,0.55,24.0,4,0.55,0.7,1.0,1.0,384.68,0.54,4.5,4,0.55,0.7,0.0,0.0,0,0.0,0,0,0.55,0.7,0.0,0.0,0,0,0,0,1.0,1.0,0.51,1948.1,0.6,0.6,0.5,0.2,0.4,0.5,0.4,0.5,0.8,0.8,0.58,0.56,0.42,0.44,0.44,0.48,0.48,0.62,0.64,0.54,0.48,0,0.31,0.61,0.36
1,0.59,0.8,0.67,0.67,353.76,0.44,16.0,3,0.59,0.8,1.0,1.0,311.16,0.59,6.67,2,0.59,0.8,1.0,1.0,408.94,0.61,11.0,1,0.59,0.8,1.0,1.0,439.84,0.62,0,1,0.59,0.8,0.0,0.0,0,0.0,0,0,1.0,1.0,0.37,2103.84,0.6,0.6,0.5,0.5,399.37,0.37,5.5,2,0.5,0.3,0.0,0.0,0,0.0,0,0,0.5,0.3,1.0,1.0,542.94,0.88,7.0,1,0.5,0.3,0.4,0.4,418.82,0.29,5.67,5,0.5,0.3,0.5,0.5,350.63,0.4,10.0,2,1.0,1.0,0.24,1933.5,0.8,0.4,0.5,0.7,0.6,0.2,0.4,0.3,0.6,0.6,0.52,0.4,0.42,0.54,0.56,0.42,0.48,0.41,0.62,0.46,0.56,0.5,1.0,0.31,0.56
1,0.5,0.5,1.0,1.0,386.82,0.24,0,1,0.48,0.3,0.33,0.33,318.31,0.46,8.5,3,0.48,0.3,0.0,0.0,0,0.0,0,2,0.48,0.3,0.8,0.8,435.23,0.51,8.5,5,0.48,0.3,0.67,0.67,235.96,0.42,12.0,6,1.0,1.0,0.2,1933.5,0.62,0.9,1.0,1.0,353.76,0.57,16.0,2,0.62,0.9,0.5,0.5,297.03,0.75,0,2,0.62,0.9,1.0,1.0,469.52,0.97,4.0,1,0.62,0.9,0.67,0.67,456.19,0.49,13.33,6,0.62,0.9,0.67,0.67,292.72,0.38,5.0,3,1.0,1.0,0.44,2103.84,0.6,0.3,0.3,0.4,0.3,0.8,0.5,0.2,0.6,0.7,0.54,0.38,0.48,0.36,0.52,0.54,0.5,0.36,0.62,0.46,0.58,0.48,0.0,0.37,0.5
0,0.5,0.5,1.0,1.0,386.36,0.48,3.14,3,0.5,0.3,0.5,0.5,318.31,0.64,8.5,2,0.5,0.3,0.0,0.0,0,0.0,0,1,0.5,0.3,1.0,1.0,435.23,0.6,8.5,4,0.5,0.3,0.8,0.8,235.96,0.51,12.0,5,1.0,1.0,0.16,1933.5,0.6,0.8,1.0,1.0,345.72,0.5,0,1,0.6,0.8,0.5,0.5,322.31,0.34,10.0,2,0.6,0.8,0.0,0.0,0,0.0,0,0,0.6,0.8,0.6,0.6,455.91,0.47,16.0,5,0.6,0.8,0.5,0.5,323.9,0.34,4.5,2,1.0,1.0,0.4,2103.84,0.6,0.3,0.4,0.4,0.4,0.7,0.6,0.2,0.5,0.6,0.56,0.4,0.5,0.38,0.54,0.54,0.6,0.36,0.62,0.44,0.6,0.28,0,0.38,0.52
1,0.58,0.7,0.5,0.5,385.41,0.49,12.5,4,0.58,0.7,0.0,0.0,0,0.0,0,1,0.58,0.7,1.0,1.0,551.09,0.6,0,2,0.58,0.7,0.0,0.0,0,0.0,0,0,0.58,0.7,0.0,0.0,0,0.0,0,0,1.0,1.0,0.35,2103.84,0.53,0.5,0.33,0.33,383.71,0.32,20.0,6,0.53,0.4,0.0,0.0,0,0.0,0,1,0.53,0.4,0.0,0.0,0,0.0,0,0,0.53,0.4,0.0,0.0,0,0.0,0,1,0.53,0.4,0.0,0.0,0,0.0,0,1,1.0,1.0,0.22,1933.5,0.6,0.6,0.5,0.7,0.3,0.3,0.5,0.6,0.4,0.4,0.58,0.58,0.36,0.54,0.48,0.42,0.42,0.54,0.52,0.56,0.66,0.0,0.5,0.42,0.58
1,0.56,0.7,0.5,0.5,374.18,0.24,2.71,6,0.56,0.7,0.75,0.75,318.58,0.49,7.25,8,0.56,0.7,1.0,1.0,529.57,0.76,0,1,0.56,0.7,0.5,0.5,444.52,0.46,12.5,4,0.56,0.7,0.67,0.67,237.72,0.62,19.0,3,1.0,1.0,0.36,2103.84,0.58,0.8,0.75,0.75,383.55,0.41,4.14,4,0.58,0.8,0.67,0.67,347.06,0.71,24.0,3,0.58,0.8,0.75,0.75,370.68,0.79,31.0,4,0.58,0.8,0.0,0.0,0,0.0,0,0,0.58,0.8,0.5,0.5,227.49,0.42,8.0,2,1.0,1.0,0.59,1948.1,0.3,0.5,0.5,0.8,0.4,0.6,0.5,0.5,0.5,0.4,0.46,0.28,0.5,0.62,0.46,0.48,0.46,0.44,0.54,0.52,0.32,0.54,1.0,0.63,0.4
1,0.44,0.4,1.0,1.0,372.62,0.6,4.0,1,0.44,0.4,0.4,0.4,336.5,0.37,10.0,5,0.44,0.4,0.33,0.33,390.78,0.32,5.67,6,0.44,0.4,0.25,0.25,490.52,0.2,0,4,0.5,0.5,0.0,0.0,0,0.0,0,0,1.0,1.0,0.24,2016.77,0.47,0.4,1.0,1.0,348.64,0.47,0,1,0.57,0.57,1.0,1.0,370.88,0.7,8.67,2,0.47,0.4,0.67,0.67,422.6,0.69,20.0,3,0.47,0.4,1.0,1.0,432.31,0.63,11.0,1,0.47,0.4,0.29,0.29,230.72,0.25,8.0,7,1.0,1.0,0.36,1938.3,0.6,0.4,0.4,0.5,0.4,0.6,0.2,0.7,0.2,0.7,0.48,0.56,0.42,0.54,0.46,0.5,0.46,0.46,0.28,0.52,0.49,0.29,0.67,0.75,0.6
1,0.56,0.7,0.67,0.67,384.03,0.34,3.0,3,0.56,0.7,0.5,0.5,339.4,0.53,12.0,2,0.56,0.7,1.0,1.0,369.98,0.48,3.43,3,0.56,0.7,0.0,0.0,0,0.0,0,0,0.56,0.7,0.0,0.0,0,0.0,0,0,1.0,1.0,0.51,1948.1,0.67,0.67,1.0,1.0,399.37,0.66,5.5,1,0.56,0.5,0.0,0.0,0,0.0,0,0,0.56,0.5,0.5,0.5,456.72,0.33,0,2,0.56,0.5,0.33,0.33,449.15,0.36,7.5,3,0.56,0.5,1.0,1.0,230.69,1.0,20.0,1,1.0,1.0,0.27,1933.5,0.5,0.4,0.6,0.7,0.3,0.3,0.3,0.8,0.3,0.5,0.46,0.46,0.58,0.38,0.44,0.46,0.48,0.46,0.52,0.38,0.66,0.43,0.67,0.33,0.33
1,0.44,0.4,0.0,0.0,0,0.0,0,1,0.5,0.5,1.0,1.0,377.81,0.76,7.0,1,0.44,0.4,0.67,0.67,407.66,0.69,15.0,6,0.44,0.4,0.5,0.5,441.9,0.43,19.0,8,0.44,0.4,0.5,0.5,222.45,0.32,2.0,2,1.0,1.0,0.36,1938.3,0.44,0.3,0.5,0.5,353.01,0.39,0,2,0.44,0.3,0.5,0.5,376.43,0.33,0,2,0.44,0.3,1.0,1.0,330.15,0.33,3.0,1,0.38,0.38,0.33,0.33,487.21,0.76,16.0,3,0.44,0.3,0.0,0.0,0,0,0,0,0.96,1.0,0.33,1923.49,0.2,0.2,0.7,0.7,0.7,0.5,0.4,0.4,0.4,0.6,0.46,0.46,0.44,0.62,0.56,0.48,0.48,0.44,0.52,0.38,0.34,0.5,0.53,0.68,0.54
